Affischtavla	Billboard
förnekande	denial
förnekare	denyer
förnekelse	denial
förnimma	perceive
förnimmelse	perception
förnuft	reason
förnuftig	reasonable
förnuftsmässig	rationell
förnya	renew
förnyad	renewed
förnyande	renewing
förnybara	renewables
förnyelse	renewal
förnyelsebar	renewable
förnäm	distinguished
förnämlig	excellent
förnödenhet	necessity
förnöjelse	pleasure
förnöjsam	contented
förolämpande	insulting
förolämpning	insult
förord	foreword
förorda	recommend
förordna	ordain
förordning	decree
förorena	contaminate
förorenad	contaminated
förorenande	polluting
förorenaren	polluter
förorening	pollutant
förorsaka	cause
förort	suburb
förorättad	injured
förpacka	package
förpassa	deport
förpesta	poison
förpliktad	obligated
förpliktelse	obligation
förpläga	feed
förprogrammerad	pre-programmed
förprogrammerade	pre-programmed
förpubertala	prepubescent
förpubertet	prepuberty
förr	before
förra	former
förre	previous
förresten	incidentally
förringa	belittle
förruttnelse	putrefaction
förrycka	disrupt
förryckt	mad
förrymd	runaway
förrädare	traitor
förräderi	betrayal
förrädisk	treacherous
förrän	before
förrätt	starter
förrättning	function
förråas	brutalized
förråd	store
förråda	betray
förrådsbod	shed
förrådsrum	storeroom
försagd	timid
församlas	assemble
församling	parish
förse	provide
förseelse	misdemeanour
försegla	seal
försegling	seal
försena	delay
försenad	delayed
försenar	delay
försening	delay
försigkommen	precocious
försiktig	careful
försiktighet	careful
försiktigt	gently
försinka	stall
försitta	neglect
förskepp	fagel
förskingra	embezzle
förskingring	embezzlement
förskjuta	disclaim
förskjutning	displacement
förskola	preschool
förskona	spare
förskoning	mercy
förskott	advance
förskottsbetalning	prepayment
förskräcka	terrify
förskräckelse	consternation
förskräcklig	frightful
förskräckligt	dreadful
förskräckt	frightened
försköna	beautify
förskönande	beautifying
försköning	glorify
förslag	proposal
förslitning	wear
förslå	suffice
förslösa	waste
försmak	foretaste
försmädlig	sneering
försnilla	embezzle
försona	reconcile
försoning	reconciliation
försonlig	conciliatory
förspel	foreplay
förspilla	waste
försprång	start
först	first
först-till-kvarnen-principen	first-come-first-served
första	first
förstasida	front-page
förstasidesnyheter	front-page
förstasidesrubrik	headline
förstatliga	nationalize
förste	Lord
försteg	advantage
förstelnad	rigid
förstenad	petrified
förstklassig	first-class
förstnämnd	former
förstod	understood
förstoppning	constipation
förstora	enlarge
förstoras	magnify
förstoring	enlargement
förströ	amuse
förströdd	absent-minded
förställning	show
förstärka	reinforce
förstärkare	amplifier
förstärkning	reforce
förstärkt	amplified
förstå	understand
förståelig	understandable
förståelse	understanding
förstående	understanding
förstånd	sense
förståndig	sensible
förståndigt	wise
förståsigpåare	know-it-all
förstått	understood
förstöra	destroy
förstöraren	destroyer
förstörbar	Destructible
förstörd	destroyed
förstörelse	destruction
försumbar	neglectible
försumlig	neglectful
försumlighet	neglect
försumma	neglect
försummelse	neglect
försupen	alcoholic
försurande	acidifying
försurning	acidification
försvaga	weaken
försvagad	impaired
försvagas	weakens
försvagning	weakening
försvann	disappeared
försvar	defence
försvara	defend
försvarare	defender
försvarbar	defenceable
försvarlig	respectable
försvarslös	defenseless
försvarsrelaterad	defence-related
försvinnande	disappearance
försvunnen	lost
försvunnit	disappeared
försvåra	complicate
försyn	providence
försynt	considerate
försäkra	insure
försäkran	assurance
försäkring	insurance
försäkringsbar	insurable
försäkringsskydd	insurance
försäljare	seller
försäljning	sale
försämra	worsen
försämrad	worse
försämring	degeneration
försåt	ambush
försåtlig	insidious
försök	attempt
försöka	try
försörjning	support
förtal	slander
förtala	backbite
förti	forty
förtiga	conceal
förtjusande	charming
förtjusning	delight
förtjäna	earn
förtjänst	earnings
förtjänt	deserved
förtroende	faith
förtroendebyggande	confidence-building
förtroendeingivande	confidence-inspiring
förtroendeskapande	confidence-building
förtrolig	confidential
förtrolighet	intimacy
förtrollad	enchanted
förtrollande	enchanting
förtrollning	enchantment
förtryck	oppression
förtrycka	oppress
förtryckare	bully
förtryckt	oppressed
förträfflig	excellent
förtränga	repress
förträngd	repressed
förtröstan	trust
förtröttas	tire
förtur	priority
förtvina	atrophy
förtvivla	despair
förtvivlad	heartbroken
förtvivlan	despair
förtydligande	elucidation
förtäckt	veiled
förtälja	tell
förtära	consume
förtätad	condensed
förtöja	moor
förtöjningsplats	seen
förunderlig	strange
förundrad	amazed
förut	before
förutan	without
förutbestämd	predefined
förutbestämma	predestine
förutbestämmelser	predestination
förutbestämning	pre-determination
förutfattad	preconceived
förutsatt	provided
förutse	anticipate
förutsebar	foreseeable
förutsebarhet	predictability
förutspår	fluctuation
förutspått	predicted
förutsätta	assume
förutsättning	condition
förutvarande	former
förvalta	manage
förvaltare	manager
förvaltning	administration
förvandla	change
förvandling	change
förvanska	distort
förvar	safekeeping
förvara	keep
förvaring	storage
förvaringsutrymmen	Storage
förvarna	forewarn
förvarning	premonition
förveckling	complication
förverka	forfeit
förvildas	bewildered
förvilla	confuse
förvillande	confusing
förvillelse	confusion
förvirra	confuse
förvirrad	confused
förvirrande	confusing
förvisning	deportation
förvissning	assurance
förvisso	assuredly
förvränga	distort
förvrängd	twisted
förvuxen	overgrown
förvägra	refuse
förvälla	parboil
förvänta	expect
förväntad	expected
förväntan	expectation
förväntning	expectation
förvärma	preheat
förvärmning	preheating
förvärv	acquisition
förvärva	acquire
förvärvad	acquired
förvärvsarbetet	employment
förväxla	confuse
förvåna	surprise
förvånad	surprised
förvånande	surprising
förvåning	surprise
föryngra	rejuvenate
föryngring	rejuvenation
förädla	refine
förädlas	refine
förädling	refining
föräktenskaplig	premarital
förälder	parent
föräldralös	orphaned
föräldraskap	parenthood
förälska	love
förändra	change
förändrad	changed
förändras	change
förändring	change
förära	dispatched
föråldrad	antiquated
föråldras	aging
förånga	evaporate
förödande	devastating
förödelse	devastation
förödmjuka	humiliate
förödmjukande	humiliate
förödmjukelse	humiliation
föröva	commit
förövare	PERPETRATOR
förövaren	perpetrator
fösa	drive
fötter	feet
gabardin	gabardine
gadd	sting
gaeliska	gaelic
gaffel	fork
gage	fee
gagga	chat
gaggig	gaga
gagn	use
gagna	benefit
gala	gala
galant	superbly
galax	galaxy
galen	wrong
galenpanna	madman
galge	gallows
galiciska	Galician
galileisk	Galilean
galla	bile
galleri	arcade
galleria	mall
gallskrika	yell
gallsten	gallstone
galning	madman
galopp	gallop
galoppera	gallop
galosch	galosh
galt	boar
galvanisera	galvanize
galvanisering	electroplating
galär	galley
gam	vulture
game	game
gamma	gamma
gammal	old
gammaldags	old-fashioned
gammalmodig	outdated
gammalmodighet	orthodox
gammalmodigt	oldfashioned
gammastrålning	gammaradiation
gandhi	ghandi
gangster	thug
ganska	fairly
gap	mouth
gapa	bawl
gapande	gaping
gaphals	loudmouth
garage	garage
garant	surety
garantera	guarantee
garanterad	guaranteed
garanti	warranty
garde	guards
gardera	guard
gardering	hedging
garderob	wardrobe
gardin	drapery
garn	yarn
garnera	garnish
garnison	garrison
garva	tan
garvad	experienced
gas	gauze
gasa	accelerate
gaselda	gas-fired
gasell	gazelle
gasformiga	gaseous
gaslampa	gaslamp
gasreglage	throttle
gassa	broil
gasta	shout
gastrisk	gastric
gastronomisk	gastronomic(al)
gata	street
gatlykta	streetlight
gatubelysning	streetlight
gav	gave
gavel	gable
ge	give
gebit	domain
gedigen	well-built
geggig	mucky
gehör	sympathy
gelike	peer
gelé	jelly
geléaktig	jelly-like
gemen	lower-case
gemensam	common
gemensamt	joint
gemenskap	fellowship
gemytlig	genial
gemål	consort
gen	gene
genant	embarrassing
genast	immediately
genealogi	genealogy
genera	embarrass
generad	self-conscious
general	general
general-	general
generalisation	generalisation
generalisera	generalize
generalisering	generalization
generalkonsul	consul-general
generalsekreterare	secretary-general
generande	embarrassing
generation	generation
generationer	generations
generationerna	generations
generator	generator
generell	general
generellt	generally
generositet	generosity
generös	generous
generöst	generous
genetik	genetics
genetisk	genetic
genetiskt	genetic
gengäld	return
geni	genius
genial	brilliant
genitalier	genitalia
genitiv	genitive
genmäle	reply
genom	through
genom-	thoroughly
genomblöt	soaked
genomborra	pierce
genomborrad	pierced
genombrott	breakthrough
genomdränkt	soaked
genomförande	realization
genomförbar	doable
genomgick	underwent
genomgripande	sweeping
genomgå	undergo
genomgående	common
genomgång	review
genomklappning	collapse
genomkorsa	intersect
genomkörare	workout
genomlida	endure
genomlycklig	jolly
genomskinlig	transparent
genomskärning	cross-section
genomskärs	cleaved
genomskåda	penetrate
genomslag	penetration
genomsnitt	average
genomstekt	cooked
genomsyra	permeate
genomsöka	search
genomtränga	penetrate
genomträngande	piercing
genomtränglig	penetrable
genomtänkt	considered
genotyp	genotype
genre	genre
genrepa	rehearse
genskjuta	intercept
gensvar	response
gentil	stylish
gentleman	gentleman
gentoxiskt	genotoxic
genuin	genuine
genus	gender
geofysisk	geophysical
geografi	geography
geografisk	geographical
geografiskt	geographicly
geologi	geology
geologiskt	geological
geometri	geometry
geopolitisk	geopolitical
geopolitiska	geo-politically
georgien	georgia
georgiska	georgian
geoteknisk	geotechnical
gepard	cheetah
geriatrikerna	geriatrics
german	tysk
germansk	germanic
geschäft	racket
gest	gesture
gestalt	figure
gestaltning	spanish
gestikulera	gesticulate
gesäll	trial
get	goat
geting	wasp
getkött	goatmeat
getmjölk	goatmilk
gett	given
getto	ghetto
gevär	gun
gevärseld	riflefire
gevärspipa	barrel
gick	went
gift	poison
gifta	marry
gifte	marriage
giftermål	marriage
giftig	poisonous
giftighetsgrad	toxicality
gigabyte	gigabyte
gigant	giant
gigantisk	gigantic
gikt	gout
giljotin	guillotine
gill	valid
gilla	approve
gillande	approval
gillra	set
giltig	valid
giltighet	Validity
ginst	broom
gips	plaster
gir	yaw
gira	yaw
giraff	giraffe
girera	transfer
girig	miserly
girigbuk	miser
girighet	greed
girokonto	Meadow
gissa	suppose
gissel	scourge
gissla	hostage
gisslan	hostage(s)
gissning	guess
gissningsvis	presumably
gitarr	guitar
gitarrist	guitarist
giv	deal
giva	give
givakt	attention
givande	profitable
givare	donor
given	given
giver	give
givetvis	naturally
givit	given
givmild	generous
givmildhet	generosity
gjorda	done
gjorde	did
gjort	done
gjuta	cast
gjuteri	foundry
gjutit	cast
glaciologi	Glaciology
glaciär	glacier
glaciärspricka	crevasse
glaciärtäckta	glaciercovered
glad	fond
glada	happy
gladligen	happily
gladlynt	cheerful
glamor	glamour
glamorisera	accretion
glamorös	glamorous
glamour	glamour
glans	brilliance
glapp	play
glas	glass
glasbruk	glassworks
glasburk	jar
glashus	glass-house
glaskonst	Rinsing
glasmästare	glazier
glasrör	glaspipes
glasyr	glazing
glasögon	glasses
glatt	slippery
gled	slid
gles	sparse
glesbefolkad	sparesly-populated
glesbygd	rural
glest	thinly
glida	slide
glidflyga	glide
glidmedel	lubricant
glidning	gliding
glimma	glisten
glimt	gleam
glipa	gap
gliring	sneer
glitter	tinsel
glittrande	glittering
glo	stare
glob	globe
global	global
globaliserad	globalized
globaliserar	globalise
globalisering	globalising
globalt	globally
gloria	halo
glorifiera	glorify
glosa	word
glugg	aperture
glupsk	ravenous
glycerin	glycerine
glykol	glycol
glädja	delight
glädjande	gratifying
glädjas	rejoice
glädje	joy
glädjefylld	joyful
glädjelös	joyless
glädjerik	joyous
gläfsa	yap
glänsa	shine
glänsande	lustrous
glänta	glade
glätta	gloss
glåmig	sallow
glåpord	jeer
glöd	ember
glöda	glow
glömma	forget
glömsk	forgetful
glömska	absent-mindedness
gm	through
gnabb	bickering
gnaga	gnaw
gnagare	rodent
gned	scraped
gnida	scrape
gniden	stingy
gnidig	stingy
gnidit	scraped
gnissla	creak
gnistra	sparkle
gnisttändning	ignition
gno	toil
gnola	hum
gnugga	rub
gnuggning	rubbing
gny	whimper
gnägga	neigh
gnäll	grumbling
gnälla	whine
gnällig	whining
gnällighet	whining
go	go
gobeläng	tapestry
god	nice
godartad	benign
godbit	titbit
godhet	goodness
goding	knockout
godis	sweets
godkänd	type-approved
godkänna	authorize
godkännande	authorization
godmodig	good-natured
gods	goods
godsak	sweet
godsint	good-hearted
godstaxa	fudge
godsvagn	resin
godtaga	accept
godtagbar	acceptable
godtrogen	credulous
godtycke	arbitrariness
godtycklig	arbitrary
godvillig	amiable
gol	crowed
golf	golf
golfare	golfers
golfbana	golfcourse
golv	floor
golva	floor
gordisk	gordic
gorgonzola-ost	gorgonzola
gorilla	gorilla
gorma	scream
gosa	snuggle
gosig	soft
gotisk	gothic
gotiska	gothic
gott	good
grabb	fellow
graciös	graceful
grad	extent
graderad	graded
gradtal	degrees
graf	graph
graffiti	graffiti
grafisk	graphic
gram	gram
grammatik	grammar
grammatiskt	gramatically
grammofon	gramophone
gran	spruce
granat	shell
granatäpple	pomegranate
grandios	grandiose
granit	granite
grann	little
grannlåt	frippery
granska	review
granskarna	reviewers
granskning	scrutiny
granulat	 granulate
grapefrukt	grapefruit
gratifikation	bonus
gratinera	gratinate
gratis	free
gratisåkning	free-ride
gratta	congratulate
grattis	congratulations
gratulation	congratulation
gratulationer	congratulations
gratulera	congratulate
gratäng	gratin
grav	moat
gravera	engrave
graverande	grave
gravid	pregnant
graviditet	pregnancy
gravitation	gravity
gravkammare	tomb
gravsten	tombstone
gravyr	engraving
gregoriansk	Gregorian
grej	thing
greja	fix
grek	Greek
greker	greeks
grekisk	Greek
gren	field
grensle	astraddle
grep	pitchfork
grepp	grasp
greppa	grasp
greve	count
grevedotter	countess
grill	grill
grilla	grill
grillning	barbecuing
grimas	grimace
grin	whining
grina	cry
grind	gate
grip	Grepp
gripa	capture
gripande	touching
gripandet	distration
gripen	touched
gris	pig
grishuvud	pighead
griskull	farrow
griskulting	piglet
griskött	Pork
groda	frog
grodd	sprout
grodman	frogman
groll	grudge
grop	cavity
grosshandlare	wholesaler
grossist	wholesaler
grotesk	grotesque
grotta	cave
grov	gross
grovbyggd	rough-built
grovsmed	blacksmith
grubbla	ponder
grumla	blurry
grumlig	muddy
grund	shoal
grunda	base
grundad	based
grundare	Founder
grundas	found
grundhet	shallowness
grundlag	constitution
grundlagsenlig	constitutional
grundlagsfästa	constitutionalize
grundlagsstridig	unconstitutional
grundlig	thorough
grundligt	thorough
grundlägga	found
grundläggande	fundamental
grundlös	groundless
grundlöst	unfounded
grundmurad	solid
grundvatten	groundwater
grundämne	element
grunka	thing
grunna	ponder
grupp	group
grupparbete	teamwork
grupper	groups
gruppera	group
gruppering	group
gruppordförande	decon
grus	gravel
grusa	dash
gruskorn	grit
grustag	quarry
grustäkt	quarry
gruva	mine
gruvarbetare	Miners
gruvdrift	mining
gruvlig	dreadful
gry	dawn
grym	cruel
grymta	grunt
gryn	grain
gryning	dawn
gryt	denn
gryta	cauldron
grytlapp	pot-holder
grädda	fry
grädde	cream
gräl	quarrel
gräla	scold
gräll	sharp
gränd	alley
gränsa	abut
gränsle	astraddle
gränslös	boundless
gränslöshet	boundlessness
gränsområde	brackets
gränspolis	border-control
gränssnitt	interface
gränsöverskridande	crossborder
gräs	grass
gräshoppa	grasshopper
gräsklippare	lawnmower
gräslig	tasteless
gräslighet	hideousness
gräslök	chive
gräsmark	grassland
gräsmatta	lawn
grästorv	tutor
gräsätande	grass-eating
grät	cried
gräv	Digg
gräva	dig
grävare	digger
grävling	badger
grävmaskiner	excavators
grävskopa	excavator
grå	dreary
gråbrun	grey/brown-ish
gråhårighet	gray-hairedness
gråna	grey
grånad	försämra
gråskala	grayscale
gråsprängd	greying
gråt	crying
gråta	cry
